Age,Gender,MaritalStatus,DistanceFromHome,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,MonthlyIncome,StockOptionLevel,PercentSalaryHike,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,TrainingTimesLastYear,Attrition
0.4125793960772905,0.9918697838003706,-1.222515834769724,0.9154599519351643,0.8849282104024814,-0.49060465954121774,-1.0866351912607262,-0.1880462843184327,0.8598030123637548,-0.29323886351555073,-1.0154307726477798,-0.5235157565757002,0.2636053962627079,0.3297229243604115,1.377654738356517,-0.4504952720950942,0.6174014811526836,0
-0.1954323455102958,-1.0081968584308296,1.2109280069520014,0.6038530988914722,-0.48582465502602007,0.4041705880091422,-0.30743824923474206,1.488198708751609,-0.406132913292014,-0.7716285788404329,-0.012957142162731992,-2.3337910988382498,0.2636053962627079,1.3676087890495017,0.34230071719901184,-0.4504952720950942,-1.7445508345127552,0
0.615249976606486,0.9918697838003706,1.2109280069520014,-0.8503122153124242,0.8849282104024814,1.298945835559502,-1.0866351912607262,-0.7975899181620842,0.606615827232601,0.4117021840937148,1.9919901188073639,-0.32237405187986135,0.2636053962627079,-1.7460488050177687,0.34230071719901184,-0.4504952720950942,0.026913402236323894,0
1.5272675889878655,0.9918697838003706,-1.222515834769724,0.18837729483321605,0.8849282104024814,-1.3853799070915778,2.0301525768432103,0.7262691664470446,-0.15294572816086027,-1.0069529695504074,0.9895164883223159,1.0856178809910106,0.2636053962627079,0.3297229243604115,0.34230071719901184,-0.4504952720950942,1.798377638985403,0
-0.2967676357748935,-1.0081968584308296,1.2109280069520014,-0.7464432642978602,0.8849282104024814,1.298945835559502,-1.0866351912607262,0.5738832579861317,0.35342864210144725,1.388608042896306,-1.0154307726477798,-0.32237405187986135,1.4237848349039663,-1.7460488050177687,-0.6930533039584933,-0.4504952720950942,-0.5635746766800358,0
-0.2967676357748935,-1.0081968584308296,1.2109280069520014,-0.7464432642978602,-0.48582465502602007,0.4041705880091422,-0.30743824923474206,-0.9499758266229972,-0.6593200984231677,-1.7134422039406596,-1.0154307726477798,0.07990935751181638,0.2636053962627079,0.3297229243604115,-0.6930533039584933,-0.4504952720950942,-1.1540627555963954,0
1.5272675889878655,-1.0081968584308296,1.2109280069520014,1.1231978539642924,0.8849282104024814,1.298945835559502,-0.30743824923474206,-0.4928181012402585,0.8598030123637548,-0.8165259954890465,1.9919901188073639,0.4821927669034941,-0.8965740423785504,-0.7081629403286787,1.377654738356517,-0.4504952720950942,-0.5635746766800358,0
0.7165852668710837,-1.0081968584308296,-1.222515834769724,-0.7464432642978602,0.8849282104024814,1.298945835559502,0.4717586927912421,-0.7975899181620842,-0.6593200984231677,1.7472713138248854,-0.012957142162731992,-1.1269408706632167,-0.8965740423785504,-1.7460488050177687,0.34230071719901184,-0.4504952720950942,1.798377638985403,0
-0.49943821630408897,-1.0081968584308296,1.2109280069520014,-0.6425743132832962,0.8849282104024814,0.4041705880091422,-1.0866351912607262,-0.6452040097011713,-0.15294572816086027,-0.43309173606468027,-0.012957142162731992,0.6833344715993329,0.2636053962627079,-1.7460488050177687,1.377654738356517,-0.4504952720950942,0.026913402236323894,0
0.5139146863418882,-1.0081968584308296,-1.222515834769724,-0.9541811663269882,-0.48582465502602007,1.298945835559502,-0.30743824923474206,-0.6452040097011713,-0.9125072835543215,-1.3408452519832,0.9895164883223159,1.6890429950785273,0.2636053962627079,0.3297229243604115,-0.6930533039584933,-0.4504952720950942,-0.5635746766800358,0
-0.49943821630408897,-1.0081968584308296,1.2109280069520014,1.1231978539642924,0.8849282104024814,1.298945835559502,-1.0866351912607262,-0.1880462843184327,-0.406132913292014,0.24243376270583844,-1.0154307726477798,-0.12123234718402248,-2.056753481019809,-0.7081629403286787,0.34230071719901184,-0.4504952720950942,1.798377638985403,0
-0.49943821630408897,-1.0081968584308296,-0.0057939139088612306,0.6038530988914722,0.8849282104024814,0.4041705880091422,1.2509556348172264,-0.4928181012402585,-0.6593200984231677,-0.47437671689099153,-0.012957142162731992,-1.1269408706632167,1.4237848349039663,-1.7460488050177687,1.377654738356517,-0.4504952720950942,0.026913402236323894,0
0.20990881554809507,0.9918697838003706,1.2109280069520014,-0.019360607195911997,0.8849282104024814,-0.49060465954121774,-1.0866351912607262,2.0977423425952604,-0.6593200984231677,-0.8464576065881222,1.9919901188073639,-0.12123234718402248,0.2636053962627079,-0.7081629403286787,-0.6930533039584933,-0.4504952720950942,-1.1540627555963954,0
-2.0194675702730547,-1.0081968584308296,1.2109280069520014,0.3961151968623441,0.8849282104024814,0.4041705880091422,2.0301525768432103,-0.9499758266229972,2.378926123150677,-1.1148099819591457,-0.012957142162731992,-2.3337910988382498,0.2636053962627079,-0.7081629403286787,-0.6930533039584933,-0.4504952720950942,0.026913402236323894,0
-1.8167969897438594,-1.0081968584308296,-1.222515834769724,-0.8503122153124242,-0.48582465502602007,1.298945835559502,1.2509556348172264,2.8596718848998246,-0.9125072835543215,2.8733191658625263,-1.0154307726477798,0.28105106220765524,-2.056753481019809,1.3676087890495017,0.34230071719901184,-0.4504952720950942,0.6174014811526836,0
-0.6007735065686867,0.9918697838003706,-1.222515834769724,-0.3309674602396041,-0.48582465502602007,-1.3853799070915778,-1.0866351912607262,-0.7975899181620842,0.606615827232601,-0.24369688652397714,-1.0154307726477798,0.4821927669034941,0.2636053962627079,-0.7081629403286787,-0.6930533039584933,-0.4504952720950942,1.2078895600690431,0
-1.1074499578916752,-1.0081968584308296,1.2109280069520014,-0.5387053622687321,0.8849282104024814,-1.3853799070915778,1.2509556348172264,0.5738832579861317,3.1384876785441387,-1.9714733341051052,-1.0154307726477798,1.6890429950785273,1.4237848349039663,-0.7081629403286787,-0.6930533039584933,2.2197791229846966,1.2078895600690431,0
0.3112441058126928,0.9918697838003706,-0.0057939139088612306,-0.9541811663269882,0.8849282104024814,0.4041705880091422,-1.0866351912607262,-0.6452040097011713,-0.9125072835543215,1.5578764642841822,0.9895164883223159,-0.12123234718402248,1.4237848349039663,1.3676087890495017,1.377654738356517,-0.4504952720950942,-1.1540627555963954,0
-1.0061146676270776,0.9918697838003706,1.2109280069520014,-0.3309674602396041,0.8849282104024814,-1.3853799070915778,2.0301525768432103,-0.7975899181620842,0.10024145697029349,0.6470265748036892,-1.0154307726477798,0.4821927669034941,-0.8965740423785504,0.3297229243604115,1.377654738356517,-0.4504952720950942,-0.5635746766800358,0
-1.5127911189500662,-1.0081968584308296,1.2109280069520014,1.6425426090371125,0.8849282104024814,1.298945835559502,-0.30743824923474206,1.0310409833688703,-0.6593200984231677,-0.7747249524024062,-1.0154307726477798,-0.9257991659673779,-0.8965740423785504,0.3297229243604115,0.34230071719901184,2.2197791229846966,2.3888657179017625,0
